,Zod_sign_man,Zod_sign_woman,zod_combo,Compatibility_rate
3099,Aquarius,Capricorn,AquariusCapricorn,0.69
3100,Gemini,Cancer,GeminiCancer,0.65
3101,Libra,Virgo,LibraVirgo,0.68
3102,Capricorn,Aries,CapricornAries,0.47
3103,Scorpio,Taurus,ScorpioTaurus,0.88
3104,Libra,Capricorn,LibraCapricorn,0.55
3105,Aquarius,Pisces,AquariusPisces,0.45
3106,Aries,Pisces,AriesPisces,0.67
3107,Libra,Gemini,LibraGemini,0.93
3108,Scorpio,Pisces,ScorpioPisces,0.97
3111,Scorpio,Leo,ScorpioLeo,0.58
3112,Pisces,Gemini,PiscesGemini,0.53
3113,Aries,Pisces,AriesPisces,0.67
3114,Libra,Libra,LibraLibra,0.75
3115,Aries,Taurus,AriesTaurus,0.38
3116,Taurus,Leo,TaurusLeo,0.73
3117,Aquarius,Gemini,AquariusGemini,0.85
3118,Leo,Virgo,LeoVirgo,0.35
3119,Libra,Virgo,LibraVirgo,0.68
3120,Sagittarius,Taurus,SagittariusTaurus,0.3
3121,Scorpio,Sagittarius,ScorpioSagittarius,0.28
3122,Virgo,Pisces,VirgoPisces,0.88
3124,Taurus,Scorpio,TaurusScorpio,0.88
3125,Libra,Leo,LibraLeo,0.97
3126,Taurus,Scorpio,TaurusScorpio,0.88
3127,Aries,Leo,AriesLeo,0.97
3128,Gemini,Virgo,GeminiVirgo,0.68
3130,Leo,Taurus,LeoTaurus,0.73
3131,Leo,Libra,LeoLibra,0.97
3132,Libra,Virgo,LibraVirgo,0.68
3133,Gemini,Aries,GeminiAries,0.83
3134,Gemini,Gemini,GeminiGemini,0.6
3135,Sagittarius,Cancer,SagittariusCancer,0.53
3136,Capricorn,Sagittarius,CapricornSagittarius,0.6
3138,Leo,Aries,LeoAries,0.97
3139,Taurus,Virgo,TaurusVirgo,0.9
3141,Aries,Scorpio,AriesScorpio,0.5
3142,Virgo,Virgo,VirgoVirgo,0.65
3143,Scorpio,Libra,ScorpioLibra,0.35
3144,Gemini,Sagittarius,GeminiSagittarius,0.6
3145,Cancer,Virgo,CancerVirgo,0.9
3146,Taurus,Cancer,TaurusCancer,0.97
3149,Leo,Libra,LeoLibra,0.97
3150,Taurus,Gemini,TaurusGemini,0.33
3151,Leo,Aries,LeoAries,0.97
3152,Virgo,Sagittarius,VirgoSagittarius,0.48
3153,Scorpio,Aries,ScorpioAries,0.5
3155,Scorpio,Leo,ScorpioLeo,0.58
3156,Virgo,Aquarius,VirgoAquarius,0.3
3157,Virgo,Gemini,VirgoGemini,0.68
3158,Taurus,Cancer,TaurusCancer,0.97
3159,Capricorn,Gemini,CapricornGemini,0.68
3160,Scorpio,Capricorn,ScorpioCapricorn,0.95
3161,Capricorn,Aries,CapricornAries,0.47
3162,Capricorn,Pisces,CapricornPisces,0.88
3163,Cancer,Aquarius,CancerAquarius,0.27
3164,Scorpio,Pisces,ScorpioPisces,0.97
3165,Aquarius,Pisces,AquariusPisces,0.45
3166,Aquarius,Capricorn,AquariusCapricorn,0.69
3167,Sagittarius,Gemini,SagittariusGemini,0.6
3168,Pisces,Capricorn,PiscesCapricorn,0.88
3169,Leo,Libra,LeoLibra,0.97
3170,Aquarius,Cancer,AquariusCancer,0.27
3171,Cancer,Taurus,CancerTaurus,0.97
3172,Taurus,Aries,TaurusAries,0.38
3173,Cancer,Capricorn,CancerCapricorn,0.83
3174,Taurus,Aquarius,TaurusAquarius,0.58
3175,Capricorn,Sagittarius,CapricornSagittarius,0.6
3176,Pisces,Cancer,PiscesCancer,0.98
3177,Aquarius,Aquarius,AquariusAquarius,0.45
3178,Scorpio,Gemini,ScorpioGemini,0.28
3179,Scorpio,Leo,ScorpioLeo,0.58
3180,Aquarius,Scorpio,AquariusScorpio,0.73
3181,Libra,Gemini,LibraGemini,0.93
3182,Cancer,Aries,CancerAries,0.42
3183,Gemini,Scorpio,GeminiScorpio,0.28
3184,Aries,Scorpio,AriesScorpio,0.5
3185,Cancer,Libra,CancerLibra,0.43
3186,Taurus,Cancer,TaurusCancer,0.97
3187,Scorpio,Aries,ScorpioAries,0.5
3188,Leo,Libra,LeoLibra,0.97
3189,Capricorn,Leo,CapricornLeo,0.35
3190,Leo,Cancer,LeoCancer,0.35
3191,Gemini,Leo,GeminiLeo,0.88
3192,Leo,Gemini,LeoGemini,0.88
3193,Virgo,Sagittarius,VirgoSagittarius,0.48
3194,Taurus,Capricorn,TaurusCapricorn,0.98
3195,Taurus,Cancer,TaurusCancer,0.97
3196,Leo,Capricorn,LeoCapricorn,0.35
3197,Sagittarius,Cancer,SagittariusCancer,0.53
3198,Aquarius,Gemini,AquariusGemini,0.85
3199,Sagittarius,Scorpio,SagittariusScorpio,0.28
3200,Gemini,Gemini,GeminiGemini,0.6
3201,Aquarius,Cancer,AquariusCancer,0.27
3202,Virgo,Virgo,VirgoVirgo,0.65
3204,Libra,Libra,LibraLibra,0.75
3205,Taurus,Taurus,TaurusTaurus,0.58
3206,Libra,Libra,LibraLibra,0.75
3207,Gemini,Aries,GeminiAries,0.83
3209,Gemini,Gemini,GeminiGemini,0.6
3210,Gemini,Leo,GeminiLeo,0.88
3211,Sagittarius,Sagittarius,SagittariusSagittarius,0.45
3212,Aquarius,Scorpio,AquariusScorpio,0.73
3213,Gemini,Scorpio,GeminiScorpio,0.28
3214,Libra,Aries,LibraAries,0.85
3215,Leo,Virgo,LeoVirgo,0.35
3216,Cancer,Cancer,CancerCancer,0.75
3218,Taurus,Capricorn,TaurusCapricorn,0.98
3219,Virgo,Sagittarius,VirgoSagittarius,0.48
3220,Libra,Sagittarius,LibraSagittarius,0.73
3221,Scorpio,Leo,ScorpioLeo,0.58
3222,Virgo,Gemini,VirgoGemini,0.68
3223,Cancer,Aries,CancerAries,0.42
3224,Aquarius,Aquarius,AquariusAquarius,0.45
3225,Sagittarius,Cancer,SagittariusCancer,0.53
3226,Aquarius,Cancer,AquariusCancer,0.27
3227,Leo,Gemini,LeoGemini,0.88
3228,Scorpio,Taurus,ScorpioTaurus,0.88
3229,Virgo,Aries,VirgoAries,0.63
3230,Leo,Gemini,LeoGemini,0.88
3231,Scorpio,Capricorn,ScorpioCapricorn,0.95
3232,Aries,Cancer,AriesCancer,0.42
3233,Cancer,Aquarius,CancerAquarius,0.27
3234,Cancer,Aries,CancerAries,0.42
3235,Aquarius,Sagittarius,AquariusSagittarius,0.9
3236,Libra,Cancer,LibraCancer,0.43
3237,Taurus,Sagittarius,TaurusSagittarius,0.3
3238,Gemini,Pisces,GeminiPisces,0.53
3239,Virgo,Leo,VirgoLeo,0.35
3240,Virgo,Gemini,VirgoGemini,0.68
3241,Aquarius,Pisces,AquariusPisces,0.45
3242,Pisces,Taurus,PiscesTaurus,0.85
3243,Sagittarius,Gemini,SagittariusGemini,0.6
3244,Gemini,Taurus,GeminiTaurus,0.33
3246,Pisces,Libra,PiscesLibra,0.88
3247,Aries,Virgo,AriesVirgo,0.63
3248,Aquarius,Leo,AquariusLeo,0.68
3249,Sagittarius,Capricorn,SagittariusCapricorn,0.6
3250,Aquarius,Capricorn,AquariusCapricorn,0.69
3251,Leo,Aquarius,LeoAquarius,0.69
3252,Scorpio,Leo,ScorpioLeo,0.58
3253,Libra,Pisces,LibraPisces,0.88
3254,Gemini,Capricorn,GeminiCapricorn,0.69
3255,Leo,Aquarius,LeoAquarius,0.69
3256,Leo,Gemini,LeoGemini,0.88
3257,Aquarius,Taurus,AquariusTaurus,0.58
3259,Libra,Pisces,LibraPisces,0.88
3260,Aquarius,Aquarius,AquariusAquarius,0.45
3261,Libra,Virgo,LibraVirgo,0.68
3262,Capricorn,Taurus,CapricornTaurus,0.98
3263,Aquarius,Sagittarius,AquariusSagittarius,0.9
3264,Capricorn,Capricorn,CapricornCapricorn,0.75
3265,Aries,Sagittarius,AriesSagittarius,0.93
3266,Sagittarius,Libra,SagittariusLibra,0.73
3267,Gemini,Virgo,GeminiVirgo,0.68
3268,Virgo,Leo,VirgoLeo,0.35
3269,Capricorn,Virgo,CapricornVirgo,0.95
3270,Capricorn,Taurus,CapricornTaurus,0.98
3271,Libra,Capricorn,LibraCapricorn,0.55
3272,Pisces,Pisces,PiscesPisces,0.6
3273,Aquarius,Libra,AquariusLibra,0.9
3274,Cancer,Leo,CancerLeo,0.35
3275,Scorpio,Scorpio,ScorpioScorpio,0.8
3277,Capricorn,Aries,CapricornAries,0.47
3279,Leo,Sagittarius,LeoSagittarius,0.93
3280,Aries,Taurus,AriesTaurus,0.38
3281,Virgo,Scorpio,VirgoScorpio,0.88
3282,Cancer,Aries,CancerAries,0.42
3284,Taurus,Taurus,TaurusTaurus,0.58
3285,Aries,Sagittarius,AriesSagittarius,0.93
3286,Leo,Libra,LeoLibra,0.97
3287,Scorpio,Cancer,ScorpioCancer,0.94
3288,Aquarius,Aries,AquariusAries,0.78
3290,Aries,Aquarius,AriesAquarius,0.78
3291,Virgo,Leo,VirgoLeo,0.35
3293,Sagittarius,Pisces,SagittariusPisces,0.63
3294,Aries,Gemini,AriesGemini,0.83
3295,Capricorn,Scorpio,CapricornScorpio,0.95
3296,Sagittarius,Taurus,SagittariusTaurus,0.3
3297,Aquarius,Scorpio,AquariusScorpio,0.73
3298,Cancer,Scorpio,CancerScorpio,0.94
3299,Cancer,Scorpio,CancerScorpio,0.94
3302,Libra,Libra,LibraLibra,0.75
3303,Aquarius,Gemini,AquariusGemini,0.85
3304,Taurus,Taurus,TaurusTaurus,0.58
3305,Cancer,Pisces,CancerPisces,0.98
3306,Leo,Cancer,LeoCancer,0.35
3307,Leo,Taurus,LeoTaurus,0.73
3308,Taurus,Virgo,TaurusVirgo,0.9
3309,Cancer,Pisces,CancerPisces,0.98
3310,Leo,Pisces,LeoPisces,0.38
3311,Virgo,Scorpio,VirgoScorpio,0.88
3312,Aries,Leo,AriesLeo,0.97
3313,Libra,Taurus,LibraTaurus,0.65
3314,Libra,Capricorn,LibraCapricorn,0.55
3315,Libra,Libra,LibraLibra,0.75
3316,Aquarius,Leo,AquariusLeo,0.68
3317,Leo,Aries,LeoAries,0.97
3318,Capricorn,Leo,CapricornLeo,0.35
3319,Scorpio,Pisces,ScorpioPisces,0.97
3320,Aquarius,Aries,AquariusAries,0.78
3321,Gemini,Capricorn,GeminiCapricorn,0.69
3322,Aries,Capricorn,AriesCapricorn,0.47
3323,Cancer,Virgo,CancerVirgo,0.9
3324,Scorpio,Aquarius,ScorpioAquarius,0.73
3325,Cancer,Cancer,CancerCancer,0.75
3326,Libra,Taurus,LibraTaurus,0.65
3327,Virgo,Taurus,VirgoTaurus,0.9
3328,Sagittarius,Leo,SagittariusLeo,0.93
3329,Sagittarius,Sagittarius,SagittariusSagittarius,0.45
3330,Sagittarius,Cancer,SagittariusCancer,0.53
3333,Aries,Leo,AriesLeo,0.97
3334,Aquarius,Libra,AquariusLibra,0.9
3335,Sagittarius,Aries,SagittariusAries,0.93
3336,Aries,Libra,AriesLibra,0.85
3338,Taurus,Pisces,TaurusPisces,0.85
3339,Scorpio,Libra,ScorpioLibra,0.35
3340,Aries,Cancer,AriesCancer,0.42
3341,Pisces,Cancer,PiscesCancer,0.98
3343,Pisces,Cancer,PiscesCancer,0.98
3344,Leo,Aquarius,LeoAquarius,0.69
3345,Capricorn,Cancer,CapricornCancer,0.83
3346,Cancer,Sagittarius,CancerSagittarius,0.53
3347,Taurus,Cancer,TaurusCancer,0.97
3348,Virgo,Capricorn,VirgoCapricorn,0.95
3349,Libra,Pisces,LibraPisces,0.88
3350,Gemini,Libra,GeminiLibra,0.93
3351,Taurus,Virgo,TaurusVirgo,0.9
3352,Pisces,Virgo,PiscesVirgo,0.88
3353,Sagittarius,Aquarius,SagittariusAquarius,0.9
3354,Scorpio,Leo,ScorpioLeo,0.58
3355,Sagittarius,Taurus,SagittariusTaurus,0.3
3356,Libra,Libra,LibraLibra,0.75
3357,Scorpio,Taurus,ScorpioTaurus,0.88
3358,Capricorn,Sagittarius,CapricornSagittarius,0.6
3359,Libra,Aquarius,LibraAquarius,0.9
3360,Taurus,Capricorn,TaurusCapricorn,0.98
3361,Leo,Aquarius,LeoAquarius,0.69
3362,Capricorn,Virgo,CapricornVirgo,0.95
3363,Gemini,Aries,GeminiAries,0.83
3364,Sagittarius,Aquarius,SagittariusAquarius,0.9
3365,Taurus,Taurus,TaurusTaurus,0.58
3366,Scorpio,Aries,ScorpioAries,0.5
3368,Libra,Capricorn,LibraCapricorn,0.55
3369,Cancer,Virgo,CancerVirgo,0.9
3370,Aquarius,Pisces,AquariusPisces,0.45
3373,Aries,Libra,AriesLibra,0.85
3374,Libra,Sagittarius,LibraSagittarius,0.73
3375,Libra,Gemini,LibraGemini,0.93
3376,Scorpio,Aquarius,ScorpioAquarius,0.73
3378,Leo,Virgo,LeoVirgo,0.35
3379,Leo,Gemini,LeoGemini,0.88
3380,Aquarius,Sagittarius,AquariusSagittarius,0.9
3381,Aquarius,Virgo,AquariusVirgo,0.3
3382,Cancer,Sagittarius,CancerSagittarius,0.53
3383,Scorpio,Cancer,ScorpioCancer,0.94
3384,Taurus,Virgo,TaurusVirgo,0.9
3385,Cancer,Leo,CancerLeo,0.35
3386,Virgo,Capricorn,VirgoCapricorn,0.95
3387,Leo,Pisces,LeoPisces,0.38
3388,Gemini,Gemini,GeminiGemini,0.6
3389,Scorpio,Taurus,ScorpioTaurus,0.88
3390,Pisces,Pisces,PiscesPisces,0.6
3391,Scorpio,Cancer,ScorpioCancer,0.94
3392,Virgo,Cancer,VirgoCancer,0.9
3393,Cancer,Aries,CancerAries,0.42
3394,Aries,Gemini,AriesGemini,0.83
3396,Leo,Virgo,LeoVirgo,0.35
3397,Virgo,Gemini,VirgoGemini,0.68
3399,Leo,Taurus,LeoTaurus,0.73
3400,Aries,Aries,AriesAries,0.5
3401,Sagittarius,Aries,SagittariusAries,0.93
3402,Libra,Capricorn,LibraCapricorn,0.55
3403,Aries,Cancer,AriesCancer,0.42
3404,Gemini,Cancer,GeminiCancer,0.65
3405,Virgo,Aries,VirgoAries,0.63
3406,Virgo,Sagittarius,VirgoSagittarius,0.48
3407,Aries,Aquarius,AriesAquarius,0.78
3408,Leo,Scorpio,LeoScorpio,0.58
3409,Scorpio,Cancer,ScorpioCancer,0.94
3410,Aquarius,Virgo,AquariusVirgo,0.3
3411,Sagittarius,Sagittarius,SagittariusSagittarius,0.45
3412,Pisces,Taurus,PiscesTaurus,0.85
3413,Cancer,Cancer,CancerCancer,0.75
3414,Libra,Virgo,LibraVirgo,0.68
3415,Aries,Gemini,AriesGemini,0.83
3416,Gemini,Sagittarius,GeminiSagittarius,0.6
3417,Capricorn,Pisces,CapricornPisces,0.88
3418,Scorpio,Pisces,ScorpioPisces,0.97
3419,Cancer,Scorpio,CancerScorpio,0.94
3420,Virgo,Aquarius,VirgoAquarius,0.3
3421,Virgo,Gemini,VirgoGemini,0.68
3422,Cancer,Cancer,CancerCancer,0.75
3423,Scorpio,Sagittarius,ScorpioSagittarius,0.28
3424,Cancer,Pisces,CancerPisces,0.98
3425,Aquarius,Taurus,AquariusTaurus,0.58
3426,Aries,Cancer,AriesCancer,0.42
3427,Aquarius,Sagittarius,AquariusSagittarius,0.9
3428,Aquarius,Virgo,AquariusVirgo,0.3
3429,Taurus,Capricorn,TaurusCapricorn,0.98
3430,Gemini,Pisces,GeminiPisces,0.53
3431,Aquarius,Pisces,AquariusPisces,0.45
3432,Pisces,Gemini,PiscesGemini,0.53
3433,Taurus,Virgo,TaurusVirgo,0.9
3434,Scorpio,Sagittarius,ScorpioSagittarius,0.28
3435,Pisces,Libra,PiscesLibra,0.88
3436,Sagittarius,Taurus,SagittariusTaurus,0.3
3437,Cancer,Pisces,CancerPisces,0.98
3438,Capricorn,Scorpio,CapricornScorpio,0.95
3439,Capricorn,Leo,CapricornLeo,0.35
3440,Cancer,Pisces,CancerPisces,0.98
3441,Sagittarius,Aquarius,SagittariusAquarius,0.9
3442,Capricorn,Virgo,CapricornVirgo,0.95
3443,Aquarius,Scorpio,AquariusScorpio,0.73
3445,Aries,Cancer,AriesCancer,0.42
3447,Cancer,Leo,CancerLeo,0.35
3448,Virgo,Scorpio,VirgoScorpio,0.88
3450,Libra,Leo,LibraLeo,0.97
3451,Aquarius,Virgo,AquariusVirgo,0.3
3453,Capricorn,Aries,CapricornAries,0.47
3454,Gemini,Leo,GeminiLeo,0.88
3455,Cancer,Aquarius,CancerAquarius,0.27
3456,Scorpio,Libra,ScorpioLibra,0.35
3457,Gemini,Capricorn,GeminiCapricorn,0.69
3458,Taurus,Scorpio,TaurusScorpio,0.88
3459,Libra,Leo,LibraLeo,0.97
3460,Leo,Capricorn,LeoCapricorn,0.35
3461,Aries,Pisces,AriesPisces,0.67
3463,Gemini,Libra,GeminiLibra,0.93
3464,Sagittarius,Scorpio,SagittariusScorpio,0.28
3465,Sagittarius,Libra,SagittariusLibra,0.73
3466,Virgo,Gemini,VirgoGemini,0.68
3467,Capricorn,Cancer,CapricornCancer,0.83
3468,Virgo,Pisces,VirgoPisces,0.88
3469,Capricorn,Pisces,CapricornPisces,0.88
3470,Virgo,Virgo,VirgoVirgo,0.65
3472,Aries,Taurus,AriesTaurus,0.38
3473,Libra,Scorpio,LibraScorpio,0.35
3474,Aries,Libra,AriesLibra,0.85
3475,Virgo,Aries,VirgoAries,0.63
3476,Capricorn,Gemini,CapricornGemini,0.68
3477,Cancer,Virgo,CancerVirgo,0.9
3478,Leo,Leo,LeoLeo,0.45
3479,Aquarius,Libra,AquariusLibra,0.9
3480,Pisces,Virgo,PiscesVirgo,0.88
3481,Scorpio,Capricorn,ScorpioCapricorn,0.95
3482,Capricorn,Pisces,CapricornPisces,0.88
3483,Aries,Taurus,AriesTaurus,0.38
3485,Scorpio,Libra,ScorpioLibra,0.35
3486,Gemini,Pisces,GeminiPisces,0.53
3487,Gemini,Pisces,GeminiPisces,0.53
3488,Virgo,Leo,VirgoLeo,0.35
3489,Capricorn,Sagittarius,CapricornSagittarius,0.6
3490,Virgo,Virgo,VirgoVirgo,0.65
3491,Capricorn,Aries,CapricornAries,0.47
3492,Capricorn,Pisces,CapricornPisces,0.88
3493,Pisces,Pisces,PiscesPisces,0.6
3494,Aquarius,Taurus,AquariusTaurus,0.58
3495,Leo,Gemini,LeoGemini,0.88
3496,Taurus,Taurus,TaurusTaurus,0.58
3497,Sagittarius,Pisces,SagittariusPisces,0.63
3498,Capricorn,Scorpio,CapricornScorpio,0.95
3499,Scorpio,Leo,ScorpioLeo,0.58
3500,Aries,Libra,AriesLibra,0.85
3502,Capricorn,Aquarius,CapricornAquarius,0.69
3503,Leo,Gemini,LeoGemini,0.88
3504,Libra,Scorpio,LibraScorpio,0.35
3505,Gemini,Capricorn,GeminiCapricorn,0.69
3506,Scorpio,Libra,ScorpioLibra,0.35
3507,Scorpio,Leo,ScorpioLeo,0.58
3508,Sagittarius,Sagittarius,SagittariusSagittarius,0.45
3509,Aries,Pisces,AriesPisces,0.67
3510,Aries,Sagittarius,AriesSagittarius,0.93
3511,Aquarius,Cancer,AquariusCancer,0.27
3512,Cancer,Aquarius,CancerAquarius,0.27
3513,Leo,Capricorn,LeoCapricorn,0.35
3514,Aquarius,Capricorn,AquariusCapricorn,0.69
3515,Libra,Scorpio,LibraScorpio,0.35
3516,Taurus,Leo,TaurusLeo,0.73
3517,Cancer,Libra,CancerLibra,0.43
3518,Sagittarius,Taurus,SagittariusTaurus,0.3
3519,Libra,Sagittarius,LibraSagittarius,0.73
3520,Scorpio,Cancer,ScorpioCancer,0.94
3521,Taurus,Gemini,TaurusGemini,0.33
3522,Pisces,Scorpio,PiscesScorpio,0.97
3523,Cancer,Aries,CancerAries,0.42
3524,Aquarius,Aries,AquariusAries,0.78
3525,Taurus,Cancer,TaurusCancer,0.97
3526,Aquarius,Libra,AquariusLibra,0.9
3527,Sagittarius,Aquarius,SagittariusAquarius,0.9
3528,Pisces,Cancer,PiscesCancer,0.98
3529,Cancer,Gemini,CancerGemini,0.65
3530,Cancer,Aquarius,CancerAquarius,0.27
3531,Sagittarius,Pisces,SagittariusPisces,0.63
3532,Gemini,Pisces,GeminiPisces,0.53
3533,Gemini,Aries,GeminiAries,0.83
3534,Scorpio,Sagittarius,ScorpioSagittarius,0.28
3535,Cancer,Scorpio,CancerScorpio,0.94
3536,Virgo,Leo,VirgoLeo,0.35
3537,Leo,Sagittarius,LeoSagittarius,0.93
3538,Sagittarius,Aquarius,SagittariusAquarius,0.9
3539,Aquarius,Aries,AquariusAries,0.78
3540,Capricorn,Pisces,CapricornPisces,0.88
3541,Aquarius,Sagittarius,AquariusSagittarius,0.9
3542,Virgo,Taurus,VirgoTaurus,0.9
3544,Pisces,Libra,PiscesLibra,0.88
3545,Aquarius,Scorpio,AquariusScorpio,0.73
3546,Aquarius,Sagittarius,AquariusSagittarius,0.9
3547,Pisces,Virgo,PiscesVirgo,0.88
3548,Aries,Aries,AriesAries,0.5
3549,Libra,Libra,LibraLibra,0.75
3551,Gemini,Pisces,GeminiPisces,0.53
3552,Aquarius,Gemini,AquariusGemini,0.85
3553,Sagittarius,Aquarius,SagittariusAquarius,0.9
3554,Pisces,Taurus,PiscesTaurus,0.85
3555,Gemini,Aquarius,GeminiAquarius,0.85
3556,Aquarius,Cancer,AquariusCancer,0.27
3557,Taurus,Gemini,TaurusGemini,0.33
3559,Virgo,Aries,VirgoAries,0.63
3560,Capricorn,Taurus,CapricornTaurus,0.98
3561,Gemini,Virgo,GeminiVirgo,0.68
3562,Virgo,Cancer,VirgoCancer,0.9
3563,Pisces,Aquarius,PiscesAquarius,0.45
3564,Taurus,Pisces,TaurusPisces,0.85
3565,Capricorn,Leo,CapricornLeo,0.35
3566,Aries,Virgo,AriesVirgo,0.63
3567,Aries,Virgo,AriesVirgo,0.63
3568,Sagittarius,Aquarius,SagittariusAquarius,0.9
3569,Cancer,Leo,CancerLeo,0.35
3570,Libra,Aquarius,LibraAquarius,0.9
3571,Gemini,Leo,GeminiLeo,0.88
3572,Cancer,Gemini,CancerGemini,0.65
3573,Capricorn,Capricorn,CapricornCapricorn,0.75
3574,Sagittarius,Gemini,SagittariusGemini,0.6
3575,Gemini,Pisces,GeminiPisces,0.53
3576,Aquarius,Capricorn,AquariusCapricorn,0.69
3577,Cancer,Taurus,CancerTaurus,0.97
3578,Cancer,Aquarius,CancerAquarius,0.27
3579,Taurus,Aries,TaurusAries,0.38
3580,Scorpio,Libra,ScorpioLibra,0.35
3581,Aquarius,Scorpio,AquariusScorpio,0.73
3582,Gemini,Taurus,GeminiTaurus,0.33
3583,Capricorn,Aries,CapricornAries,0.47
3585,Sagittarius,Capricorn,SagittariusCapricorn,0.6
3586,Aquarius,Sagittarius,AquariusSagittarius,0.9
3587,Capricorn,Cancer,CapricornCancer,0.83
3588,Gemini,Libra,GeminiLibra,0.93
3589,Cancer,Leo,CancerLeo,0.35
3590,Leo,Taurus,LeoTaurus,0.73
3591,Aries,Sagittarius,AriesSagittarius,0.93
3592,Libra,Leo,LibraLeo,0.97
3593,Virgo,Libra,VirgoLibra,0.69
3594,Leo,Aries,LeoAries,0.97
3595,Leo,Taurus,LeoTaurus,0.73
3596,Virgo,Scorpio,VirgoScorpio,0.88
3597,Cancer,Capricorn,CancerCapricorn,0.83
3599,Cancer,Cancer,CancerCancer,0.75
3601,Gemini,Aquarius,GeminiAquarius,0.85
3602,Virgo,Scorpio,VirgoScorpio,0.88
3604,Leo,Sagittarius,LeoSagittarius,0.93
3605,Libra,Leo,LibraLeo,0.97
3606,Leo,Taurus,LeoTaurus,0.73
3607,Aquarius,Cancer,AquariusCancer,0.27
3608,Pisces,Aquarius,PiscesAquarius,0.45
3609,Gemini,Libra,GeminiLibra,0.93
3610,Aquarius,Scorpio,AquariusScorpio,0.73
3612,Taurus,Virgo,TaurusVirgo,0.9
3613,Scorpio,Taurus,ScorpioTaurus,0.88
3614,Capricorn,Scorpio,CapricornScorpio,0.95
3615,Leo,Capricorn,LeoCapricorn,0.35
3616,Libra,Aries,LibraAries,0.85
3617,Capricorn,Sagittarius,CapricornSagittarius,0.6
3618,Libra,Taurus,LibraTaurus,0.65
3619,Taurus,Libra,TaurusLibra,0.65
3620,Gemini,Scorpio,GeminiScorpio,0.28
3621,Aries,Virgo,AriesVirgo,0.63
3623,Scorpio,Aquarius,ScorpioAquarius,0.73
3624,Sagittarius,Scorpio,SagittariusScorpio,0.28
3626,Aries,Leo,AriesLeo,0.97
3627,Cancer,Leo,CancerLeo,0.35
3628,Leo,Aries,LeoAries,0.97
3629,Leo,Leo,LeoLeo,0.45
3630,Libra,Cancer,LibraCancer,0.43
3632,Capricorn,Virgo,CapricornVirgo,0.95
3633,Leo,Leo,LeoLeo,0.45
3634,Cancer,Scorpio,CancerScorpio,0.94
3635,Pisces,Libra,PiscesLibra,0.88
3636,Aries,Leo,AriesLeo,0.97
3637,Virgo,Leo,VirgoLeo,0.35
3638,Capricorn,Pisces,CapricornPisces,0.88
3639,Aries,Taurus,AriesTaurus,0.38
3640,Taurus,Scorpio,TaurusScorpio,0.88
3641,Sagittarius,Virgo,SagittariusVirgo,0.48
3642,Sagittarius,Taurus,SagittariusTaurus,0.3
3643,Taurus,Libra,TaurusLibra,0.65
3644,Scorpio,Pisces,ScorpioPisces,0.97
3645,Virgo,Taurus,VirgoTaurus,0.9
3646,Capricorn,Scorpio,CapricornScorpio,0.95
3647,Libra,Cancer,LibraCancer,0.43
3648,Capricorn,Pisces,CapricornPisces,0.88
3649,Libra,Scorpio,LibraScorpio,0.35
3650,Virgo,Sagittarius,VirgoSagittarius,0.48
3651,Cancer,Pisces,CancerPisces,0.98
3652,Leo,Libra,LeoLibra,0.97
3653,Virgo,Sagittarius,VirgoSagittarius,0.48
3654,Virgo,Cancer,VirgoCancer,0.9
3655,Gemini,Taurus,GeminiTaurus,0.33
3656,Leo,Cancer,LeoCancer,0.35
3657,Leo,Libra,LeoLibra,0.97
3658,Leo,Scorpio,LeoScorpio,0.58
3659,Aquarius,Cancer,AquariusCancer,0.27
3660,Libra,Virgo,LibraVirgo,0.68
3661,Cancer,Libra,CancerLibra,0.43
3663,Cancer,Virgo,CancerVirgo,0.9
3664,Sagittarius,Pisces,SagittariusPisces,0.63
3665,Aries,Scorpio,AriesScorpio,0.5
3666,Gemini,Virgo,GeminiVirgo,0.68
3667,Scorpio,Aries,ScorpioAries,0.5
3668,Cancer,Aries,CancerAries,0.42
3669,Aries,Sagittarius,AriesSagittarius,0.93
3670,Libra,Libra,LibraLibra,0.75
3671,Cancer,Libra,CancerLibra,0.43
3672,Virgo,Virgo,VirgoVirgo,0.65
3673,Aquarius,Virgo,AquariusVirgo,0.3
3674,Scorpio,Virgo,ScorpioVirgo,0.88
3675,Pisces,Scorpio,PiscesScorpio,0.97
3676,Virgo,Sagittarius,VirgoSagittarius,0.48
3677,Virgo,Aquarius,VirgoAquarius,0.3
3678,Capricorn,Capricorn,CapricornCapricorn,0.75
3679,Taurus,Sagittarius,TaurusSagittarius,0.3
3680,Cancer,Virgo,CancerVirgo,0.9
3681,Taurus,Sagittarius,TaurusSagittarius,0.3
3682,Virgo,Scorpio,VirgoScorpio,0.88
3683,Sagittarius,Leo,SagittariusLeo,0.93
3684,Sagittarius,Aries,SagittariusAries,0.93
3685,Aquarius,Cancer,AquariusCancer,0.27
3687,Scorpio,Capricorn,ScorpioCapricorn,0.95
3688,Gemini,Capricorn,GeminiCapricorn,0.69
3689,Aries,Capricorn,AriesCapricorn,0.47
3690,Virgo,Libra,VirgoLibra,0.69
3691,Cancer,Scorpio,CancerScorpio,0.94
3692,Libra,Scorpio,LibraScorpio,0.35
3693,Cancer,Cancer,CancerCancer,0.75
3695,Virgo,Gemini,VirgoGemini,0.68
